flight_number,pilot_name,departure_airport,departure_city,departure_country,arrival_airport,arrival_city,arrival_country,duration_hours,departure_time,date,isLate
SK4327,Reeta,Copenhagen Airport,Nzérékoré,Guinea,Charles de Gaulle,Gostyń,Poland,7.74,9:42 AM,12/10/2025,true
NH7623,Ailene,Haneda,Russkiy,Russia,Incheon International,Bueng Sam Phan,Thailand,7.09,5:36 PM,1/28/2026,false
BA1907,Tiebout,Heathrow,Bilshivtsi,Ukraine,Frankfurt Airport,Kalangbret,Indonesia,15.5,6:20 AM,6/14/2025,true
UA8751,Jazmin,Los Angeles International,Herrljunga,Sweden,San Francisco International,Gaoshi,China,10.08,3:03 AM,4/10/2026,true
LA1461,Pace,São Paulo/Guarulhos International,Stockholm,Sweden,Ministro Pistarini International,Chaoyang,China,20.42,11:04 PM,9/28/2025,true
DL4421,Valentin,John F. Kennedy International,Watthana Nakhon,Thailand,Hartsfield-Jackson Atlanta,Yuantan,China,8.89,6:27 AM,11/6/2025,true
LH4196,Klara,Frankfurt Airport,Abóboda,Portugal,Ministro Pistarini International,Rîşcani,Moldova,8.43,8:07 PM,4/20/2026,false
AI4924,Felicle,Indira Gandhi International,Pointe-à-Pitre,Guadeloupe,Chhatrapati Shivaji International,Tournavista,Peru,2.64,8:10 PM,12/14/2025,false
AI4651,Timofei,Indira Gandhi International,Bol’shoye Selo,Russia,Chhatrapati Shivaji International,Petiga,Indonesia,7.93,12:40 PM,2/17/2026,true
SK4469,Kelsey,Copenhagen Airport,Sutton,Ireland,Charles de Gaulle,El Paso,United States,13.83,7:18 PM,11/15/2025,false
CX3889,Onida,Hong Kong International,Sijunjung,Indonesia,Changi,La Seyne-sur-Mer,France,11.35,6:50 AM,4/11/2026,false
TG4154,Kimmi,Suvarnabhumi,Limbaži,Latvia,Changi,Igarapé Açu,Brazil,9.8,9:31 PM,2/28/2026,false
LA5365,Arlina,São Paulo/Guarulhos International,Wanshi,China,Ministro Pistarini International,Chwałowice,Poland,21.42,9:04 PM,6/19/2025,false
NZ2729,Anallise,Auckland Airport,Dungkek Laok,Indonesia,Haneda,Ferapontovo,Russia,14.13,8:10 PM,5/27/2025,false
TG4099,Ofilia,Suvarnabhumi,Penedo,Portugal,Brisbane Airport,Halmstad,Sweden,5.66,5:24 PM,1/13/2026,true
NH3030,Sonia,Haneda,Picassinos,Portugal,Incheon International,San Narciso,Philippines,15.05,5:48 PM,3/11/2026,true
LA8222,Sunny,São Paulo/Guarulhos International,Arıqıran,Azerbaijan,Ministro Pistarini International,Peruíbe,Brazil,1.02,2:09 AM,10/26/2025,true
SQ5078,Jarib,Changi,Haradzyeya,Belarus,Beijing Capital International,El Calvario,Mexico,3.28,3:11 AM,2/4/2026,false
CX1015,Daniel,Hong Kong International,Malonty,Czech Republic,Melbourne Airport,Ribas do Rio Pardo,Brazil,17.92,7:10 PM,12/13/2025,true
DL6952,Elizabeth,John F. Kennedy International,Zumarraga,Philippines,Hartsfield-Jackson Atlanta,Eido,Portugal,19.09,12:27 PM,5/31/2025,false
SK9897,Kristoffer,Copenhagen Airport,Chiara,Peru,Amsterdam Airport Schiphol,Xiejiatan,China,19.36,6:46 PM,5/24/2025,false
SK3409,Ettore,Copenhagen Airport,Đống Đa,Vietnam,Vienna International,Inkerman,Ukraine,4.4,7:28 PM,9/9/2025,true
AV6310,Felicdad,El Dorado International,Pindamonhangaba,Brazil,O'Hare International,Mulhouse,France,17.94,1:38 PM,9/11/2025,false
AZ2754,Jerrold,Leonardo da Vinci International,Calebasses,Mauritius,Frankfurt Airport,Břasy,Czech Republic,17.64,7:21 AM,5/5/2025,false
EK2095,Trudie,Dubai International,Marttila,Finland,Munich Airport,Tsovazard,Armenia,16.96,11:25 AM,1/31/2026,false
AV3171,Karlyn,El Dorado International,Maribong,Philippines,Jomo Kenyatta International,Forquilhinha,Brazil,22.31,9:11 AM,10/13/2025,false
SA7414,Sarina,O.R. Tambo International,Daitōchō,Japan,Logan International,Kertapura,Indonesia,13.73,6:40 AM,7/23/2025,false
SK1678,Mirelle,Copenhagen Airport,Madrid,Spain,Charles de Gaulle,Tuopu,China,20.01,2:25 PM,10/4/2025,true
QR7454,Berry,Hamad International,Danja,Nigeria,Bole International,Petrikov,Ukraine,20.84,12:44 AM,12/25/2025,true
NZ9603,Jarrad,Auckland Airport,Arkalyk,Kazakhstan,Sydney Airport,Järfälla,Sweden,19.86,9:20 PM,4/19/2026,true
DL4692,Ettie,John F. Kennedy International,Horrom,Armenia,Hartsfield-Jackson Atlanta,Hope,Canada,11.8,11:31 AM,8/10/2025,false
SK2196,Leslie,Copenhagen Airport,Đống Đa,Vietnam,El Dorado International,München,Germany,22.6,5:27 PM,7/28/2025,true
IB2906,Lemuel,Adolfo Suárez Madrid–Barajas,Heshan,China,Charles de Gaulle,Khŭjand,Tajikistan,23.96,6:58 AM,12/30/2025,false
LA8505,Hubie,São Paulo/Guarulhos International,Guruafin,Indonesia,Ministro Pistarini International,Tayabo,Philippines,14.5,10:30 PM,1/29/2026,true
IB9870,Stuart,Adolfo Suárez Madrid–Barajas,Alfonso,Philippines,Charles de Gaulle,Bom Jesus dos Perdões,Brazil,12.02,4:54 AM,3/3/2026,false
UA3397,Manfred,Los Angeles International,Bernardo Larroudé,Argentina,San Francisco International,Doro Oo,Indonesia,14.62,10:42 PM,10/5/2025,true
AC3806,Jim,Toronto Pearson,Lyon,France,Hartsfield-Jackson Atlanta,Kołaczyce,Poland,14.4,11:13 PM,1/26/2026,true
SK4800,Ingmar,Copenhagen Airport,Quintela,Portugal,Charles de Gaulle,Inderka,Russia,9.86,11:13 PM,1/17/2026,false
NZ6084,Randa,Auckland Airport,Podgornaya,Russia,Sydney Airport,Cabriz,Portugal,21.0,11:58 AM,9/29/2025,false
AF3759,Shelby,Charles de Gaulle,Yifaquan,China,Vancouver International,Yangzi Jianglu,China,20.55,6:59 AM,5/16/2025,true
UA5817,Shane,Los Angeles International,Boisbriand,Canada,San Francisco International,Itagibá,Brazil,11.09,10:39 PM,9/30/2025,true
AZ2754,Christalle,Leonardo da Vinci International,Levashi,Russia,Frankfurt Airport,Jiukeng,China,6.26,6:41 PM,1/20/2026,false
NH4113,Athena,Haneda,Angadanan,Philippines,Incheon International,Simpang,Indonesia,6.21,1:06 PM,3/19/2026,true
SQ5037,Ki,Changi,Solnechnoye,Russia,Beijing Capital International,Bañga,Philippines,4.85,10:40 PM,7/25/2025,true
CX4991,Delia,Hong Kong International,Xieyang,China,Changi,Oleiros,Portugal,19.21,8:44 AM,7/5/2025,false
TG4154,Jeth,Suvarnabhumi,Lamas,Portugal,Changi,Hengshan,China,22.62,3:18 AM,12/15/2025,true
SA3103,Isiahi,O.R. Tambo International,Dalakovo,Russia,Charles de Gaulle,Phu Kam Yao,Thailand,12.01,9:46 AM,1/27/2026,false
NZ2729,Katee,Auckland Airport,Brest,France,Haneda,Flic en Flac,Mauritius,12.16,2:29 PM,2/11/2026,false
KL5194,Cad,Amsterdam Airport Schiphol,Wailolung,Indonesia,Charles de Gaulle,Bęczarka,Poland,2.55,8:11 AM,11/2/2025,true
AC8541,Adi,Toronto Pearson,Wushi,China,John F. Kennedy International,Kolsko,Poland,23.24,9:46 AM,11/4/2025,true
QF4447,Yule,Sydney Airport,Budayuan,China,Melbourne Airport,Xiaruyue,China,8.45,9:03 AM,2/24/2026,true
AI4967,Henri,Indira Gandhi International,Zlonice,Czech Republic,Chhatrapati Shivaji International,Haolibao,China,1.22,8:48 PM,12/5/2025,true
IB9376,Elsbeth,Adolfo Suárez Madrid–Barajas,Fangtang,China,Charles de Gaulle,Wonorejo,Indonesia,16.97,10:48 PM,8/16/2025,false
AI4273,Fitz,Indira Gandhi International,Recarei,Portugal,Chhatrapati Shivaji International,Kaliska,Poland,23.74,2:21 PM,8/9/2025,false
SA8035,Ruthie,O.R. Tambo International,Pedra Branca,Brazil,Charles de Gaulle,Amerta,Indonesia,23.0,7:34 AM,4/18/2026,true
QF1138,Roley,Sydney Airport,Cirahab,Indonesia,Leonardo da Vinci International,Ystad,Sweden,4.22,5:21 AM,3/28/2026,false
LA3771,Bibi,São Paulo/Guarulhos International,Veinticinco de Mayo,Argentina,Hartsfield-Jackson Atlanta,Oeri’u,Indonesia,6.59,11:31 PM,8/15/2025,false
DL5099,Dewey,John F. Kennedy International,Kāmyārān,Iran,Hartsfield-Jackson Atlanta,Sterlibashevo,Russia,11.08,6:58 PM,12/22/2025,false
SK9472,Elli,Copenhagen Airport,Cigarogol,Indonesia,Charles de Gaulle,Guacara,Venezuela,23.96,1:27 AM,6/22/2025,false
SQ1881,Noe,Changi,Weru,Indonesia,Beijing Capital International,Cortinhas,Portugal,23.03,6:04 AM,1/27/2026,true
AA5655,Anabel,John F. Kennedy International,Všeruby,Czech Republic,Hartsfield-Jackson Atlanta,Chuanbu,China,13.86,1:25 AM,7/10/2025,false
WN9905,Dawn,Los Angeles International,Aserrí,Costa Rica,San Francisco International,Puwa,China,14.77,8:24 PM,8/29/2025,true
BA7435,Cami,Heathrow,Cañuelas,Argentina,Frankfurt Airport,Ungca,Philippines,16.59,10:23 AM,10/13/2025,false
AC2166,Ilsa,Toronto Pearson,Huazhu,China,Miami International,Bayeux,France,22.74,4:07 PM,9/16/2025,true
TG5091,Corey,Suvarnabhumi,Changjiang,China,Changi,Phibun Mangsahan,Thailand,13.57,4:07 AM,11/5/2025,false
LH8572,Robin,Frankfurt Airport,Harrison Brook,Canada,Charles de Gaulle,Sierra Imataca,Venezuela,2.95,9:40 PM,3/6/2026,false
AZ7072,Bevin,Leonardo da Vinci International,Haoxinying,China,Charles de Gaulle,Chuantang,China,17.54,8:18 AM,11/2/2025,true
AV2185,Giacopo,El Dorado International,Rozvadov,Ukraine,O'Hare International,Jingping,China,23.56,11:06 AM,3/22/2026,false
TG6233,Elmo,Suvarnabhumi,Taiqing,China,Chhatrapati Shivaji International,Barusuda,Indonesia,5.38,2:21 PM,8/8/2025,true
DL5099,Dreddy,John F. Kennedy International,Fort Dauphin,Madagascar,Hartsfield-Jackson Atlanta,Napalitan,Philippines,22.12,1:03 AM,4/23/2026,false
UA5158,Gerti,Los Angeles International,Uwajima,Japan,San Francisco International,Ōtsuki,Japan,6.17,11:47 PM,11/9/2025,true
KL5073,Madelina,Amsterdam Airport Schiphol,Oeleu,Indonesia,Benito Juárez International,Caxias do Sul,Brazil,9.79,6:03 AM,5/29/2025,true
LH2907,Shannah,Frankfurt Airport,Gravataí,Brazil,Charles de Gaulle,Szolnok,Hungary,9.19,6:58 PM,3/11/2026,false
AZ9034,Thorvald,Leonardo da Vinci International,Jiang’an,China,Amsterdam Airport Schiphol,Lenīnskīy,Kazakhstan,12.05,4:29 AM,10/8/2025,false
ET5759,Tannie,Bole International,Bagou,China,Munich Airport,Guamal,Colombia,15.17,5:12 PM,9/20/2025,false
NZ4558,Gamaliel,Auckland Airport,Tandag,Philippines,Sydney Airport,Ngluweng Dua,Indonesia,19.34,6:59 AM,5/23/2025,false
NZ7379,Stella,Auckland Airport,Wairinding,Indonesia,Sydney Airport,Lac-Brome,Canada,1.39,7:08 AM,1/2/2026,false
KE3943,Hymie,Incheon International,Kampungbaru,Indonesia,Changi,Nangka,Philippines,12.3,2:15 AM,10/25/2025,true
CX3889,Marcel,Hong Kong International,Pittsburgh,United States,Changi,Cascais,Portugal,4.91,3:17 AM,3/5/2026,false
ET2811,Gwenny,Bole International,Pappadátes,Greece,Jomo Kenyatta International,Zhishan,China,7.34,4:55 PM,3/19/2026,true
UA2278,Silas,Los Angeles International,Qishn,Yemen,San Francisco International,Koszarawa,Poland,9.61,8:50 PM,3/9/2026,true
DL3070,Tina,John F. Kennedy International,Hongshanyao,China,Zurich Airport,Temayang,Indonesia,19.61,5:42 PM,8/25/2025,true
SK7036,Cathlene,Copenhagen Airport,Matelândia,Brazil,Zurich Airport,Conception Bay South,Canada,17.59,2:01 PM,11/23/2025,false
QR5172,Jaquenette,Hamad International,Al Majāridah,Saudi Arabia,Bole International,Sambopinggir,Indonesia,3.79,10:06 PM,2/2/2026,true
AC5234,Selby,Toronto Pearson,Górki Wielkie,Poland,John F. Kennedy International,Modřice,Czech Republic,12.09,5:21 AM,9/5/2025,true
QR1780,Meade,Hamad International,Bāft,Iran,Bole International,Krosno,Poland,13.82,10:42 PM,11/25/2025,true
TG9115,Veradis,Suvarnabhumi,Shemonaīkha,Kazakhstan,Changi,Bocowanti,Indonesia,4.04,10:10 AM,9/20/2025,false
UA3188,Moira,Los Angeles International,Al Miqdādīyah,Iraq,San Francisco International,Ash Shuhadā’,Palestinian Territory,19.3,3:22 PM,9/29/2025,false
NZ4558,Kliment,Auckland Airport,Sadananya,Indonesia,Sydney Airport,Jilong,China,11.33,7:10 AM,11/1/2025,false
AV2250,Morganne,El Dorado International,Vũng Tàu,Vietnam,Hartsfield-Jackson Atlanta,Yanqul,Oman,18.73,5:03 PM,1/12/2026,false
IB1849,Lacey,Adolfo Suárez Madrid–Barajas,Padangtepung,Indonesia,Chhatrapati Shivaji International,Villa María,Argentina,23.65,2:42 AM,7/22/2025,false
KL7475,Lenore,Amsterdam Airport Schiphol,Sembungin,Indonesia,Kuala Lumpur International,Dzerzhinskiy,Russia,11.27,5:41 PM,10/23/2025,true
QR8387,Seline,Hamad International,Soroca,Moldova,Bole International,Wadungasri,Indonesia,9.7,1:45 PM,5/30/2025,false
SK8764,Peggy,Copenhagen Airport,Silvares,Portugal,Bole International,Modot,Mongolia,19.22,4:51 PM,6/17/2025,false
QR2115,Fax,Hamad International,Lins,Brazil,Bole International,Hepingjie,China,18.45,9:45 AM,7/27/2025,false
ET5547,Kristofor,Bole International,Ajman,United Arab Emirates,O'Hare International,Tumxuk,China,12.88,9:33 PM,9/11/2025,true
QF4792,Cobb,Sydney Airport,Cruz,Portugal,Melbourne Airport,Yinghua,China,8.66,9:11 AM,8/11/2025,true
UA4214,Dory,Los Angeles International,Vershino-Shakhtaminskiy,Russia,San Francisco International,La Dorada,Colombia,10.76,3:05 AM,12/14/2025,false
QR4927,Wallie,Hamad International,Wasquehal,France,Bole International,Wonosari,Indonesia,18.53,5:20 PM,3/30/2026,true
SK3399,Lulu,Copenhagen Airport,Sidirókastro,Greece,Charles de Gaulle,Xinglongquan,China,5.76,2:26 PM,8/20/2025,false
AV8998,Lodovico,El Dorado International,Paris 01,France,O'Hare International,Aloleng,Philippines,3.38,5:53 AM,3/24/2026,true
IB6191,Kristofor,Adolfo Suárez Madrid–Barajas,Myski,Russia,Charles de Gaulle,Leduc,Canada,2.19,11:53 PM,10/10/2025,true
SQ9269,Terrance,Changi,La Roche-sur-Yon,France,Beijing Capital International,Muhur,China,23.15,6:03 PM,12/7/2025,true
KE7989,Rana,Incheon International,Kikerino,Russia,Haneda,Lengji,China,19.18,9:19 PM,8/25/2025,false
TG6898,Ulrikaumeko,Suvarnabhumi,Yanwan,China,Changi,Sukumo,Japan,14.47,9:35 AM,4/26/2026,false
AZ7822,Ryan,Leonardo da Vinci International,New York City,United States,Charles de Gaulle,Santa Ana,Argentina,14.13,5:28 AM,7/29/2025,true
AA8984,Kathye,John F. Kennedy International,Amberd,Armenia,Hartsfield-Jackson Atlanta,Padaan,Indonesia,11.16,2:30 PM,7/11/2025,true
QF2795,Constantia,Sydney Airport,Kadujajar,Indonesia,Melbourne Airport,Sieroszewice,Poland,3.71,4:16 PM,3/7/2026,false
ET9521,Lombard,Bole International,Babice,Poland,Hamad International,El Sombrero,Venezuela,16.39,6:08 PM,1/25/2026,false
QR4584,Lola,Hamad International,Nový Knín,Czech Republic,Arturo Merino Benítez International,Tučepi,Croatia,15.94,1:09 AM,2/20/2026,true
AI9127,Esma,Indira Gandhi International,Yessentukskaya,Russia,Chhatrapati Shivaji International,Wolfsberg,Austria,14.0,5:37 AM,5/26/2025,false
TG3623,Collen,Suvarnabhumi,Borås,Sweden,Chhatrapati Shivaji International,Duobao,China,8.41,9:10 AM,3/14/2026,false
KL3301,Broderick,Amsterdam Airport Schiphol,Paris La Défense,France,Zurich Airport,Świdnica,Poland,14.44,2:14 AM,7/28/2025,false
NH5280,Martainn,Haneda,Cha’anpu,China,Suvarnabhumi,Kerċem,Malta,18.56,12:36 PM,4/8/2026,true
TG3467,Manny,Suvarnabhumi,Norfolk,United States,Changi,Baopukang,Indonesia,23.82,4:56 AM,8/21/2025,false
SQ3780,Keefer,Changi,Maojiadian,China,Beijing Capital International,Beylagan,Azerbaijan,16.77,12:51 PM,7/24/2025,true
EK7680,Carola,Dubai International,Vakhsh,Tajikistan,Bole International,Shah Alam,Malaysia,9.22,11:38 AM,5/21/2025,true
TG9120,Cilka,Suvarnabhumi,Contraalmirante Cordero,Argentina,Vancouver International,Nāṟay,Afghanistan,18.32,9:11 AM,11/8/2025,true
UA2781,Ozzie,Los Angeles International,Agboville,Ivory Coast,San Francisco International,Gampaha,Sri Lanka,14.77,5:16 PM,1/25/2026,false
ET5654,Lenee,Bole International,Wilwerwiltz,Luxembourg,Vienna International,Gedera,Israel,19.35,8:24 PM,1/1/2026,true
LA7890,Derk,São Paulo/Guarulhos International,Denton,United States,Ministro Pistarini International,Maroua,Cameroon,17.76,11:15 PM,3/23/2026,true
WN3451,Barry,Los Angeles International,Okuta,Nigeria,Jomo Kenyatta International,Kinkala,Republic of the Congo,18.56,2:22 AM,4/24/2026,true
NZ6454,Chancey,Auckland Airport,Baixi,China,Sydney Airport,Harrisburg,United States,10.66,11:53 PM,4/25/2026,false
NZ8880,Doralynn,Auckland Airport,Joroinen,Finland,Sydney Airport,Leme,Brazil,9.32,12:48 AM,11/28/2025,false
IB8974,Amy,Adolfo Suárez Madrid–Barajas,Abakan,Russia,Charles de Gaulle,Avignon,France,2.72,5:03 AM,10/21/2025,false
SA1644,Germaine,O.R. Tambo International,Sar Chakān,Afghanistan,Bole International,Melíti,Greece,14.78,9:01 PM,4/19/2026,true
SA7375,Dunstan,O.R. Tambo International,Vredenburg,South Africa,Charles de Gaulle,Acas,Peru,19.73,10:05 AM,3/9/2026,true
DL8764,Wilfred,John F. Kennedy International,Seogeom-ri,South Korea,Hartsfield-Jackson Atlanta,Oebobo,Indonesia,21.13,11:25 PM,9/11/2025,true
AI1237,Vally,Indira Gandhi International,Scarborough,Trinidad and Tobago,Chhatrapati Shivaji International,Monastir,Tunisia,8.82,12:03 PM,9/21/2025,false
AZ3116,Joyce,Leonardo da Vinci International,Zhenghu,China,Charles de Gaulle,Makadi Bay,Egypt,4.63,9:16 AM,1/7/2026,false
KE2644,Dodi,Incheon International,Nis’oni,Indonesia,Beijing Capital International,Yasinya,Ukraine,6.12,8:02 AM,10/16/2025,true
AV9464,Shay,El Dorado International,Fajões,Portugal,O'Hare International,Dicun,China,2.2,10:01 PM,8/20/2025,false
LH1345,Kary,Frankfurt Airport,Guinsadan,Philippines,Leonardo da Vinci International,Lasiana,Indonesia,6.05,1:16 PM,5/29/2025,false
WN2157,Alica,Los Angeles International,Samoljica,Serbia,Seattle-Tacoma International,Likwatang Timur,Indonesia,19.36,8:37 AM,5/17/2025,true
EK3851,Orella,Dubai International,Jiamaying,China,Frankfurt Airport,Sandur,Faroe Islands,19.9,10:32 PM,1/26/2026,false
ET7552,Susanetta,Bole International,Cut-cut Primero,Philippines,Hamad International,Penha,Brazil,10.57,10:45 AM,1/2/2026,false
IB8664,Tabby,Adolfo Suárez Madrid–Barajas,Kyosai,South Korea,Charles de Gaulle,Gowarczów,Poland,5.07,9:31 PM,7/27/2025,true
DL8835,Bili,John F. Kennedy International,Lokolande,Indonesia,Arturo Merino Benítez International,Las Palomas,Paraguay,4.82,2:56 PM,9/26/2025,false
AM9841,Roger,Benito Juárez International,Xiabeisi,China,O'Hare International,Kaabong,Uganda,9.48,12:11 PM,3/14/2026,true
LH9806,Allyson,Frankfurt Airport,Bantaeng,Indonesia,Charles de Gaulle,Slyudyanka,Russia,1.99,10:02 PM,10/9/2025,true
SK7951,Lyndsie,Copenhagen Airport,Nansha,China,Munich Airport,Bisert’,Russia,7.17,11:32 PM,4/4/2026,true
UA4657,Ronica,Los Angeles International,Lyon,France,San Francisco International,Pantai Ceuremen,Indonesia,20.66,1:56 PM,8/26/2025,false
SQ8281,Carney,Changi,Velikiye Borki,Ukraine,Amsterdam Airport Schiphol,Charopó,Greece,22.61,12:21 PM,3/23/2026,true
AV7022,Conn,El Dorado International,Ocumare de la Costa,Venezuela,O'Hare International,Purwosari,Indonesia,3.87,2:26 AM,10/18/2025,false
AI2595,Flor,Indira Gandhi International,Valkeakoski,Finland,Chhatrapati Shivaji International,Mouzourás,Greece,18.17,12:11 AM,4/7/2026,false
AV9896,Venus,El Dorado International,Long Layu,Indonesia,Cape Town International,Erniusuokou,China,10.36,4:55 PM,8/20/2025,false
KL7475,Cynthia,Amsterdam Airport Schiphol,Beidou,China,Kuala Lumpur International,San Juan de Dios,Costa Rica,21.88,12:16 PM,12/9/2025,false
DL5874,Adolf,John F. Kennedy International,Lipnica,Poland,Los Angeles International,Tamanan,Indonesia,22.01,7:09 PM,2/9/2026,true
WN9155,Les,Los Angeles International,Kasiyan,Indonesia,San Francisco International,Novi Šeher,Bosnia and Herzegovina,20.26,3:55 AM,4/29/2025,false
IB1137,Vinita,Adolfo Suárez Madrid–Barajas,Santa Ana,Guatemala,Hartsfield-Jackson Atlanta,Kamakura,Japan,11.25,5:49 PM,4/28/2025,false
AV6922,Shae,El Dorado International,Al Qanāyāt,Egypt,O'Hare International,Ilare,Nigeria,6.21,10:08 PM,8/4/2025,false
EK1355,Tad,Dubai International,Chemal,Russia,Hamad International,Sijing,China,1.08,12:03 PM,5/14/2025,true
AI6900,Randal,Indira Gandhi International,Rodotópi,Greece,Vienna International,Matagami,Canada,16.85,12:56 AM,11/22/2025,true
LH5462,Issi,Frankfurt Airport,Suqin Huimin,China,Charles de Gaulle,Nagbalaye,Philippines,19.17,10:47 AM,9/30/2025,false
UA4308,Abrahan,Los Angeles International,Oldřišov,Czech Republic,Seattle-Tacoma International,Cosne-Cours-sur-Loire,France,3.5,10:12 AM,12/4/2025,false
SQ1946,Ardath,Changi,Vandœuvre-lès-Nancy,France,Beijing Capital International,Kerbuyan,Indonesia,7.12,8:03 PM,6/9/2025,false
KE5876,Wood,Incheon International,Mufushan,China,Amsterdam Airport Schiphol,Kuznechnoye,Russia,2.98,2:37 PM,4/25/2026,false
AI8875,Geri,Indira Gandhi International,Muara Siberut,Indonesia,Chhatrapati Shivaji International,Lāliān,Pakistan,10.33,2:20 AM,11/7/2025,false
QR2424,Dieter,Hamad International,Futu,China,Bole International,Longhe,China,10.6,6:32 PM,3/30/2026,false
AV4562,Mae,El Dorado International,Si That,Thailand,O'Hare International,Lianpeng,China,18.42,2:05 PM,8/4/2025,false
EK5040,Augustina,Dubai International,Legaspi,Philippines,Hamad International,Serrinha,Portugal,18.03,2:02 PM,8/21/2025,true
AA9121,Willey,John F. Kennedy International,Verkhnye Syn’ovydne,Ukraine,Hartsfield-Jackson Atlanta,Udënisht,Albania,14.65,10:31 AM,12/21/2025,false
KE9236,Emili,Incheon International,Cikuning,Indonesia,Haneda,Manay,Philippines,7.49,9:12 PM,12/12/2025,true
AC9723,Melanie,Toronto Pearson,Qutun,China,Vienna International,Maji,China,19.12,10:16 AM,7/27/2025,false
AI3641,Dinny,Indira Gandhi International,Palmeira,Brazil,Cairo International,Thành Phố Phủ Lý,Vietnam,2.56,11:37 AM,6/14/2025,false
AV2580,Mirella,El Dorado International,Jindong,China,O'Hare International,Paloh,Indonesia,18.12,11:08 AM,3/15/2026,false
LA5197,Ford,São Paulo/Guarulhos International,San Diego,Costa Rica,Ministro Pistarini International,Jablonec nad Jizerou,Czech Republic,6.47,1:34 PM,12/25/2025,false
LA8505,Catharina,São Paulo/Guarulhos International,Caridade,Portugal,Ministro Pistarini International,Seattle,United States,17.64,5:17 AM,3/16/2026,false
LH4905,Bernita,Frankfurt Airport,Amherstburg,Canada,Munich Airport,Sankera,Nigeria,6.03,1:45 AM,8/16/2025,true
KE1537,Christiana,Incheon International,Ongi,Mongolia,Changi,Boncis,Indonesia,5.88,3:09 AM,12/6/2025,false
AF7132,Antin,Charles de Gaulle,Las Vegas,United States,Melbourne Airport,Migrate,United States,4.98,9:00 PM,5/5/2025,false
BA5112,Kristel,Heathrow,San Isidro,Mexico,Charles de Gaulle,Cansolungon,Philippines,19.05,7:54 PM,4/21/2026,true
SA9234,Tudor,O.R. Tambo International,Qila Saifullāh,Pakistan,Charles de Gaulle,Al Ḩudaydah,Yemen,6.29,1:38 AM,3/15/2026,false
AC6343,Joshua,Toronto Pearson,Vilhena,Brazil,San Francisco International,Salor,Uzbekistan,1.31,8:11 AM,4/7/2026,true
LA5144,Conni,São Paulo/Guarulhos International,Tarbes,France,Jomo Kenyatta International,Cabean,Indonesia,4.24,5:21 AM,3/7/2026,false
AI1429,Lorelei,Indira Gandhi International,Ust’-Katav,Russia,Dubai International,Nizhnevartovsk,Russia,21.82,6:31 PM,3/11/2026,true
AI8875,Toby,Indira Gandhi International,Bayzhansay,Kazakhstan,Chhatrapati Shivaji International,Sankanan,Philippines,22.3,4:50 PM,4/5/2026,true
QF6361,Ethelbert,Sydney Airport,Sakaiminato,Japan,Melbourne Airport,Sanxi,China,17.56,4:39 PM,8/15/2025,false
NH2995,Sarah,Haneda,Manogay,Afghanistan,Changi,Lundazi,Zambia,2.18,9:36 AM,12/28/2025,true
NH7193,Emile,Haneda,Bailan,Philippines,Cairo International,Candon,Philippines,11.67,3:20 AM,3/2/2026,false
UA1914,Mariele,Los Angeles International,Wilwerwiltz,Luxembourg,San Francisco International,Prámanta,Greece,6.32,1:24 AM,5/18/2025,true
NH2713,Sibyl,Haneda,Ueki,Japan,Incheon International,Lebel-sur-Quévillon,Canada,6.63,4:30 AM,3/12/2026,true
LA2284,Devlen,São Paulo/Guarulhos International,N’dalatando,Angola,Ministro Pistarini International,Thành phố Bạc Liêu,Vietnam,5.28,5:08 PM,11/28/2025,true
LA1185,Garwin,São Paulo/Guarulhos International,Katabu,Indonesia,Munich Airport,Moulay Bouchta,Morocco,16.48,5:47 PM,8/18/2025,true
LA3959,Ailyn,São Paulo/Guarulhos International,Samboan,Philippines,Ministro Pistarini International,Annotto Bay,Jamaica,5.08,12:19 AM,7/18/2025,false
AA3818,Delores,John F. Kennedy International,København,Denmark,Hartsfield-Jackson Atlanta,Eustaquio Lopez,Philippines,16.58,9:21 AM,10/8/2025,true
IB8118,Napoleon,Adolfo Suárez Madrid–Barajas,Daping,China,Charles de Gaulle,Luyang,China,4.64,6:16 AM,6/25/2025,false
AV2744,Tomasine,El Dorado International,Sujji,Mongolia,O'Hare International,Aubergenville,France,6.71,11:50 PM,7/15/2025,true
NZ1091,Glyn,Auckland Airport,Changqi,China,Sydney Airport,Jietou,China,4.67,5:26 PM,10/9/2025,false
AM6618,Gwendolin,Benito Juárez International,Dowsk,Belarus,Hartsfield-Jackson Atlanta,Ostrowsko,Poland,13.23,2:01 AM,7/13/2025,true
QR2866,Giordano,Hamad International,Mandiana,Guinea,Bole International,Xugu,China,10.6,5:52 PM,1/11/2026,true
SK7279,Wade,Copenhagen Airport,Gubu,China,Zurich Airport,Bandong,China,3.27,8:04 AM,6/19/2025,false
KL5194,Estella,Amsterdam Airport Schiphol,Toulouse,France,Charles de Gaulle,Ivano-Frankove,Ukraine,12.41,4:48 PM,3/17/2026,true
DL7850,Jocelin,John F. Kennedy International,Pointe-à-Pitre,Guadeloupe,São Paulo/Guarulhos International,Río Limpio,Dominican Republic,21.59,12:36 PM,1/22/2026,false
SQ4852,Hansiain,Changi,Araçatuba,Brazil,Frankfurt Airport,Metsovo,Greece,23.94,2:55 PM,10/12/2025,false
